Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
catholic_mod;Catholicism;;;;;;;;;;;;;
catholic_mod_desc;Our State Religion is Catholicism. Catholicism is a monotheistic, Trinitarian religion that acknowledges Jesus Christ as the Messiah. Its catechesis makes use of the Nicene Creed and the Apostles' Creed, which are accepted also by most major Christian denominations.;;;;;;;;;;;;;
protestant_mod;Protestantism;;;;;;;;;;;;;
protestant_mod_desc;Our State Religion is Protestantism. Protestantism is a branch of Christianity that emphasizes justification of sinners through faith alone, the teaching that salvation comes by unmerited divine grace, the priesthood of all believers, and the Bible as the sole infallible source of authority for Christian faith and practice.;;;;;;;;;;;;;
reformed_mod;Reformed Christianity;;;;;;;;;;;;;
reformed_mod_desc;Our State Religion is Reformed Christianity. Reformed Christians believe that God predestined some people to be saved and others were predestined to eternal damnation. This choice by God to save some is held to be unconditional and not based on any characteristic or action on the part of the person chosen.;;;;;;;;;;;;;
anglican_mod;Anglicanism;;;;;;;;;;;;;
anglican_mod_desc;Our State Religion is Anglicanism. Anglicanism is a Western Christian tradition which developed from the practices, liturgy, and identity of the Church of England following the English Reformation, in the context of the Protestant Reformation in Europe.;;;;;;;;;;;;;
mormon_mod;Mormonism;;;;;;;;;;;;;
mormon_mod_desc;Our State Religion is Mormonism. Mormonism is a term defining the religious beliefs and practices of members of The Church of Jesus Christ of Latter-day Saints, also known as Mormons. Mormonism describes the doctrines of the Church that were restored to the earth through the Prophet Joseph Smith.;;;;;;;;;;;;;
orthodox_mod;Eastern Orthodoxy;;;;;;;;;;;;;
orthodox_mod_desc;Our State Religion is Eastern Orthodoxy. is characterized by monotheistic Trinitarianism, belief in the Incarnation of the divine Logos or only-begotten Son of God, cataphatic theology with apophatic theology, a hermeneutic defined by a Sacred Tradition, a catholic ecclesiology, a theology of the person, and a principally recapitulative and therapeutic soteriology.;;;;;;;;;;;;;
coptic_mod;Coptic Christianity;;;;;;;;;;;;;
coptic_mod_desc;Our State Religion is Coptic Christianity. Coptic Christianity follows the Coptic Rite for its liturgy, prayer and devotional patrimony. The Coptic Orthodox Church was established by Mark, an apostle and evangelist, during the middle of the 1st century (c.AD 42). Due to disputes concerning the nature of Christ, the Oriental Orthodox Churches and the Eastern Orthodox Church were in schism after the Council of Chalcedon in AD 451, resulting in a conflict with the Greek Orthodox Church of Alexandria.;;;;;;;;;;;;;
taiping_mod;Taiping Christianity;;;;;;;;;;;;;
taiping_mod_desc;Our State Religion is Taiping Christianity. The God Worshipping Society is a religious movement founded and led by Hong Xiuquan which drew on his own unique interpretation of Protestant Christianity and combined it with Chinese folk religion, based on the faith in Shangdi ("Highest/Primordial God"), and other religious traditions.;;;;;;;;;;;;;
syriac_mod;Syriac Christianity;;;;;;;;;;;;;
syriac_mod_desc;Our State Religion is Syriac Christianity. Syriac Christianity is a set of traditions encompassing various churches which use either the West Syriac Rite or the East Syriac Rite and preserve forms of the Syriac language for liturgical purposes. The grouping includes several Eastern Catholic churches in communion with Rome, the 'Nestorian' Church of the East, and the miaphysite Syrian Orthodox Church. Syriac identity may be considered ethnoreligious.;;;;;;;;;;;;;
sunni_mod;Sunni Islam;;;;;;;;;;;;;
sunni_mod_desc;Our State Religion is Sunni Islam. The Quran, together with hadith (especially the Six Books) and ijma (juristic consensus), form the basis of all traditional jurisprudence within Sunni Islam. Sharia rulings are derived from these basic sources, in conjunction with analogical reasoning, consideration of public welfare and juristic discretion, using the principles of jurisprudence developed by the traditional legal schools. In matters of creed, the Sunni tradition upholds the six pillars of iman (faith) and comprises the Ash'ari and Maturidi schools of kalam (theology) as well as the textualist Athari school. Sunnis regard the first four caliphs Abu Bakr, Umar, Uthman and Ali as rashidun (righly-guided) and revere the sahaba, tabi'in and tabi al-tabi'in as the salaf (predecessors).;;;;;;;;;;;;;
shiite_mod;Shia Islam;;;;;;;;;;;;;
shiite_mod_desc;Our State Religion is Shia Islam. Shia Muslims' belief that Ali was the designated successor to Muhammad as Islam's spiritual and political leader later developed into the concept of Imamah, the idea that certain descendants of Muhammad, the Ahl al-Bayt, are rightful rulers or Imams through the bloodline of Ali and his firstborn son Hasan, whom Shia Muslims believe possess special spiritual and political authority over the Muslim community. Later events such as Husayn ibn Ali's martyrdom in the Battle of Karbala (680 CE) further influenced the development of Shia Islam, contributing to the formation of a distinct religious sect with its own rituals and shared collective memory.;;;;;;;;;;;;;
ibadi_mod;Ibadism;;;;;;;;;;;;;
ibadi_mod_desc;Our State Religion is Ibadism. Ibadi Islam emerged as a moderate school of the Kharijites, an Islamic sect that originated from the Muhakkima (محكمة) and al-Haruriyya (الحرورية). The Muhakkima and al-Haruriyya were supporters of Ali in the First Fitna who abandoned the Alid cause after rejecting arbitration between Ali and Mu'awiya I at the Battle of Siffin in 657 CE. Following the Battle of Siffin, the Kharijites became involved in almost constant conflict with supporters of both the Alids and Umayyads. The Kharijites were organised inside major Muslim settlements, often becoming involved in local rebellions against Umayyad authorities. After the Second Fitna commenced in 680 CE, the Kharijites gradually split into four principal groups (usul al-Khawarij) of varying levels of moderation and extremism. The Ibadi school emerged as a moderate grouping in Basra, based on the teachings of Abdallah ibn Ibad of the Banu Tamim, who was recognised, perhaps posthumously, as imam by his followers.;;;;;;;;;;;;;
druze_mod;Druze;;;;;;;;;;;;;
druze_mod_desc;Our State Religion is Druze (or Al-Muwaḥḥidūn). Al-Muwaḥḥidūn (lit. 'the monotheists' or 'the unitarians'), are an Arab and Arabic-speaking esoteric ethnoreligious group from West Asia who adhere to the Druze faith, an Abrahamic, monotheistic, syncretic, and ethnic religion whose main tenets assert the unity of God, reincarnation, and the eternity of the soul.;;;;;;;;;;;;;
jewish_mod;Druze;;;;;;;;;;;;;
jewish_mod_desc;Our State Religion is Judaism. Judaism is one of the oldest monotheistic religions and was founded over 3500 years ago in the Middle East. Jews believe that God appointed the Jews to be his chosen people in order to set an example of holiness and ethical behaviour to the world.;;;;;;;;;;;;;
zoroastrian_mod;Zoroastrianism;;;;;;;;;;;;;
zoroastrian_mod_desc;Our State Religion is Zoroastrianism. Zoroastrianism emphasizes a never-ending battle between good and evil — a contest between the religion's God, Ahura Mazda, and an evil spirit, Ahriman. Believers have the freedom to make good or bad choices; they were exhorted by Zoroaster to think good thoughts, say good words and do good deeds.;;;;;;;;;;;;;
yazidi_mod;Yazidism;;;;;;;;;;;;;
yazidi_mod_desc;Our State Religion is Yazidism. Yazidis believe in one God, to whom they refer as Xwedê, Xwedawend, Êzdan, and Pedsha ('King'), and, less commonly, Ellah and Heq. According to some Yazidi hymns (known as Qewls), God has 1,001 names, or 3,003 names according to other Qewls. In Yazidism, fire, water, air, and the earth are sacred elements that are not to be polluted. During prayer Yazidis face towards the Sun, for which they were often called "sun worshippers". The Yazidi myth of creation begins with the description of the emptiness and the absence of order in the Universe. Prior to the World's creation, God created a dur (white pearl) in spiritual form from his own pure Light and alone dwelt in it. First there was an esoteric world, and after that an exoteric world was created. Before the creation of this world God created seven Divine Beings (often called "Angels" in Yazidi literature) to whom he assigned all the world's affairs; the leader of the Seven Angels was appointed Tawûsî Melek ("Peacock Angel"). The end of Creation is closely connected with the creation of mankind and the transition from mythological to historical time.;;;;;;;;;;;;;
mahayana_mod;Mahāyāna Buddhism;;;;;;;;;;;;;
mahayana_mod_desc;Our State Religion is Mahāyāna Buddhism. Mahāyāna accepts the main scriptures and teachings of early Buddhism but also recognizes various doctrines and texts that are not accepted by Theravada Buddhism as original. These include the Mahāyāna sūtras and their emphasis on the bodhisattva path and Prajñāpāramitā. Vajrayāna or Mantra traditions are a subset of Mahāyāna which makes use of numerous tantric methods Vajrayānists consider to help achieve Buddhahood. Mahāyāna also refers to the path of the bodhisattva striving to become a fully awakened Buddha for the benefit of all sentient beings, and is thus also called the "Bodhisattva Vehicle" (Bodhisattvayāna). Mahāyāna Buddhism generally sees the goal of becoming a Buddha through the bodhisattva path as being available to all and sees the state of the arhat as incomplete. Mahāyāna also includes numerous Buddhas and bodhisattvas that are not found in Theravada (such as Amitābha and Vairocana). Mahāyāna Buddhist philosophy also promotes unique theories, such as the Madhyamaka theory of emptiness (śūnyatā), the Vijñānavāda ("the doctrine of consciousness" also called "mind-only"), and the Buddha-nature teaching.;;;;;;;;;;;;;
gelugpa_mod;Gelug Buddhism;;;;;;;;;;;;;
gelugpa_mod_desc;Our State Religion is Gelug Buddhism. The Gelug school is alternatively known as Kadam (bKa’-gdams gsar-pa), since it sees itself as a continuation of the Kadam tradition of Atisha (c. 11th century). The school of New Kadam, or New Kadampa is an offshoot of the Gelug-tradition. Furthermore, it is also called the Ganden school, after the first monastery established by Tsongkhapa. The Ganden Tripa ("Ganden Throne Holder") is the official head of the school, though its most influential political figure is the Dalai Lama ("Ocean Teacher"). Allying themselves with the Mongol Khans, the Gelug school emerged as the dominant Buddhist school in Tibet and Mongolia since the end of the 16th century (religiously and politically). Another alternative name for this tradition is the Yellow Hat school or sect. Doctrinally, the Gelug school promotes a unique form of prasangika Madhyamaka based on the works of Tsongkhapa. Which they belive contains a comprehensive view of Buddhist philosophy and practice that integrates sutra and tantra, analytical reasoning, and yogic meditation.;;;;;;;;;;;;;
theravada_mod;Theravada Buddhism;;;;;;;;;;;;;
theravada_mod_desc;Our State Religion is Theravada Buddhism. The Pāli Canon is the most complete Buddhist canon surviving in a classical Indian language, Pāli, which serves as the school's sacred language and lingua franca. In contrast to Mahāyāna and Vajrayāna, Theravāda tends to be conservative in matters of doctrine (pariyatti) and monastic discipline (vinaya). One element of this conservatism is the fact that Theravāda rejects the authenticity of the Mahayana sutras (which appeared c.1st century BCE onwards).;;;;;;;;;;;;;
hindu_mod;Hinduism;;;;;;;;;;;;;
hindu_mod_desc;Our State Religion is Hinduism. Hinduism entails diverse systems of thought, marked by a range of shared concepts that discuss theology, mythology, among other topics, in textual sources. The six Āstika schools of Hindu philosophy, which recognise the authority of the Vedas, are: Sānkhya, Yoga, Nyāya, Vaisheshika, Mimāmsā, and Vedānta. Hindu texts have been classified into Śruti ("heard") and Smṛti ("remembered"). The major Hindu scriptures are the Vedas, the Upanishads, the Purānas, the Mahābhārata, the Rāmāyana, and the Āgamas. Prominent themes in Hindu beliefs include karma (action, intent and consequences)[6][8] and the four Puruṣārthas, proper goals or aims of human life, namely: dharma (ethics/duties), artha (prosperity/work), kama (desires/passions) and moksha (liberation/freedom from the passions and the cycle of death and rebirth). Hindu religious practices include devotion (bhakti), worship (puja), sacrificial rites (yajña), and meditation (dhyāna) and yoga.;;;;;;;;;;;;;
shinto_mod;Shinto;;;;;;;;;;;;;
shinto_mod_desc;Our State Religion is Shinto. Shinto revolves around supernatural entities called the kami (神). The kami are believed to inhabit all things, including forces of nature and prominent landscape locations. The kami are worshipped at kamidana household shrines, family shrines, and jinja public shrines. The latter are staffed by priests, known as kannushi, who oversee offerings of food and drink to the specific kami enshrined at that location. This is done to cultivate harmony between humans and kami and to solicit the latter's blessing. Other common rituals include the kagura dances, rites of passage, and seasonal festivals. Public shrines facilitate forms of divination and supply religious objects, such as amulets, to the religion's adherents. Shinto places a major conceptual focus on ensuring purity, largely by cleaning practices such as ritual washing and bathing, especially before worship. Little emphasis is placed on specific moral codes or particular afterlife beliefs, although the dead are deemed capable of becoming kami. The religion has no single creator or specific doctrine, and instead exists in a diverse range of local and regional forms.;;;;;;;;;;;;;
sikh_mod;Sikhism;;;;;;;;;;;;;
sikh_mod_desc;Our State Religion is Sikhism. Sikhism developed from the spiritual teachings of Guru Nanak (1469–1539), the faith's first guru, and the nine Sikh gurus who succeeded him. The tenth guru, Guru Gobind Singh (1666–1708), named the Guru Granth Sahib, which is the central religious scripture in Sikhism, as his successor. This brought the line of human gurus to a close. Sikhs regard the Guru Granth Sahib as the 11th and eternally living guru. The core beliefs and practices of Sikhism, articulated in the Guru Granth Sahib and other Sikh scriptures, include faith and meditation in the name of the one creator (Ik Onkar), the divine unity and equality of all humankind, engaging in selfless service to others (sevā), striving for justice for the benefit and prosperity of all (sarbat da bhala), and honest conduct and livelihood. Following this standard, Sikhism rejects claims that any particular religious tradition has a monopoly on absolute truth. As a consequence, Sikhs do not actively proselytize, although voluntary converts are generally accepted. Sikhism emphasizes meditation and remembrance as a means to feel God's presence (simran), which can be expressed musically through kirtan or internally through naam japna (lit.'meditation on God's name'). Baptised Sikhs are obliged to wear the five Ks, which are five articles of faith which physically distinguish Sikhs from non-Sikhs. Among these include the kesh (uncut hair). Most religious Sikh men thus do not cut their hair but rather wear a turban.;;;;;;;;;;;;;
jain_mod;Jainism;;;;;;;;;;;;;
jain_mod_desc;Our State Religion is Jainism. Jainism traces its spiritual ideas and history through the succession of twenty-four tirthankaras (supreme preachers of Dharma), with the first in the current time cycle being Rishabhadeva, whom the tradition holds to have lived millions of years ago, the twenty-third tirthankara Parshvanatha, whom historians date to the 9th century BCE, and the twenty-fourth tirthankara Mahavira, around 600 BCE. Jainism is considered an eternal dharma with the tirthankaras guiding every time cycle of the cosmology. The three main pillars of Jainism are ahiṃsā (non-violence), anekāntavāda (non-absolutism), and aparigraha (asceticism). Jain monks take five main vows: ahiṃsā (non-violence), satya (truth), asteya (not stealing), brahmacharya (chastity), and aparigraha (non-possessiveness). These principles have affected Jain culture in many ways, such as leading to a predominantly lacto-vegetarian lifestyle. Parasparopagraho jīvānām (the function of souls is to help one another) is the faith's motto, and the Namokar Mantra is its most common and strongest prayer.;;;;;;;;;;;;;
confucian_mod;Confucianism;;;;;;;;;;;;;
confucian_mod_desc;Our Country follows Confucianism. Confucianism developed from teachings of the Chinese philosopher Confucius (551–479 BCE), during a time that was later referred to as the Hundred Schools of Thought era. Confucius considered himself a transmitter of cultural values inherited from the Xia (c. 2070–1600 BCE), Shang (c. 1600–1046 BCE) and Western Zhou dynasties (c.1046–771 BCE). Confucianism was suppressed during the Legalist and autocratic Qin dynasty (221–206 BCE), but survived. During the Han dynasty (206 BCE – 220 CE), Confucian approaches edged out the "proto-Taoist" Huang–Lao as the official ideology, while the emperors mixed both with the realist techniques of Legalism. Confucianism regards principles contained in the Five Classics the key tenets that should be followed to promote the harmony of the family and the society as a whole. A Confucian revival began during the Tang dynasty (618–907 CE). In the late Tang, Confucianism developed in response to Buddhism and Taoism and was reformulated as Neo-Confucianism. This reinvigorated form was adopted as the basis of the imperial exams and the core philosophy of the scholar-official class in the Song dynasty (960–1297).;;;;;;;;;;;;;
animist_mod;Animism;;;;;;;;;;;;;
animist_mod_desc;Our State Religion is Animist. Although each culture has its own mythologies and rituals, animism is said to describe the most common, foundational thread of indigenous peoples' "spiritual" or "supernatural" perspectives. The animistic perspective is so widely held and inherent to most indigenous peoples that they often do not even have a word in their languages that corresponds to "animism" (or even "religion"). Animism encompasses beliefs that all material phenomena have agency, that there exists no categorical distinction between the spiritual and physical world, and that soul, spirit, or sentience exists not only in humans but also in other animals, plants, rocks, geographic features (such as mountains and rivers), and other entities of the natural environment. Examples include water sprites, vegetation deities, and tree spirits, among others. Animism may further attribute a life force to abstract concepts such as words, true names, or metaphors in mythology.;;;;;;;;;;;;;
fetishist_mod;Fetishism;;;;;;;;;;;;;
fetishist_mod_desc;Our State Religion is Fetishist. Fetishism is the veneration of objects believed to have magical or supernatural potency. It springs from the association of spirits with particular places or things.;;;;;;;;;;;;;
tengri_mod;Tengriism;;;;;;;;;;;;;
tengri_mod_desc;Our State Religion is Tengriism. Tengrists view their existence as sustained by the eternal blue sky (Tengri), the fertile mother-earth spirit (Eje) and a ruler regarded as the chosen one by the holy spirit of the sky. Heaven, earth, spirits of nature and ancestors provide for every need and protect all humans. By living an upright, respectful life, a human will keep his world in balance and perfect his personal Wind Horse, or spirit.;;;;;;;;;;;;;
lon_cooldown;League of Nations Cooldown;;;;;;;;;;;;;
lon_cooldown_desc;We must wait some time before addressing the League again;;;;;;;;;;;;;
league_of_nations_founding_memeber;League of Nations Memeber (Founding Memeber);;;;;;;;;;;;;
league_of_nations_founding_memeber_desc;Following the end of the last Great War, our nation became a founding memeber of the League of Nations. As such, we enjoy increased prestige, enhanced diplomatic opportunities, and improved international relations.;;;;;;;;;;;;;
league_of_nations;League of Nations Memeber;;;;;;;;;;;;;
league_of_nations_desc;We have acceded to the League of Nations. it offers us enhanced diplomatic opportunities, and improved international relations.;;;;;;;;;;;;;
british_commonwealth_of_nations_head;Head of the British Commonwealth of Nations;;;;;;;;;;;;;
british_commonwealth_of_nations_head_desc;Our position as head of the commonwealth bolsters our global influence. The role also implies certain responsibilities and expectations in terms of diplomacy and defense commitments.;;;;;;;;;;;;;
british_commonwealth_of_nations;Memeber of the British Commonwealth of Nations;;;;;;;;;;;;;
british_commonwealth_of_nations_desc;This nation is a member of the British Commonwealth of Nations, a political association of memebers of the British Empire.;;;;;;;;;;;;;
prosperity_sphere_head;Defacto Leader of the Greater East Asia Co-Prosperity Sphere;;;;;;;;;;;;;
prosperity_sphere_head_desc;This Nation is a member of the Greater East Asia Co-Prosperity Sphere. This country has found its self to be the defacto leader and dominates the group.  The organisation is nationalist in nature and will fight European colonial dominance in the East.;;;;;;;;;;;;;
prosperity_sphere;Member of the Greater East Asia Co-Prosperity Sphere;;;;;;;;;;;;;
prosperity_sphere_desc;This Nation is a member of the Greater East Asia Co-Prosperity Sphere. The organisation is nationalist in nature and will fight European colonial dominance in the East.;;;;;;;;;;;;;
anti_comintern;Signatory of the Anti-Comintern Pact;;;;;;;;;;;;;
anti_comintern_desc;We are signatories to the Anti-Comintern Pact. We will take all actions to oppose the spread of communism around the world.;;;;;;;;;;;;;
fascintern;Memeber of the Fascist International Congress;;;;;;;;;;;;;
fascintern_desc;We have joined the Fascist International Congress. The world must revolve around the strength of nations such as ourselves.;;;;;;;;;;;;;
comintern;Memebr of the Communist International;;;;;;;;;;;;;
comintern_desc;We have joined the Communist International. We shall help liberate the enslaved masses of the capitalist world and foster socialist utopia amoungst our comrade nations.;;;;;;;;;;;;;
capital_modifier_league_of_nations;Member of the League of Nations;;;;;;;;;;;;;
capital_modifier_league_of_nations_desc;This Nation is a member of the League of Nations. We may want to take this into account diplomaticaly.;;;;;;;;;;;;;
capital_modifier_commonwealth;Member of the British Commonwealth of Nations;;;;;;;;;;;;;
capital_modifier_commonwealth_desc; This Nation is a member of the British Commonwealth of Nations. These countries can be expected to coordinate their economies and diplomacy.;;;;;;;;;;;;;
capital_modifier_zollervein;Member of the Zollervein Customs Union;;;;;;;;;;;;;
capital_modifier_zollervein_desc;This Nation is a member of the Zollervein Customs Union. These countries can be expected to coordinate their economic policy.;;;;;;;;;;;;;
capital_modifier_prosperity_sphere;Member of the Greater East Asia Co-Prosperity Sphere;;;;;;;;;;;;;
capital_modifier_prosperity_sphere_desc;This country member of the Greater East Asia Co-Prosperity Sphere. The organisation is nationalist in nature and will fight European colonial dominance in the East.;;;;;;;;;;;;;
capital_modifier_anti_comintern;Signatory of the Anti-Comintern Pact;;;;;;;;;;;;;
capital_modifier_anti_comintern_desc;As a signatory to the Anti-Comintern Pact this nation will coordinate with fellow signatories to undermine foreign ideologies. They will also coordinate military and state security.;;;;;;;;;;;;;
capital_modifier_fascintern;Memeber of the Fascist International Congress;;;;;;;;;;;;;
capital_modifier_fascintern_desc;By joining the Fascist International Congress this country will prioritise its own nationalist values and those of its allies (or at least while it is convenient).;;;;;;;;;;;;;
capital_modifier_latin_monetary_union;Memeber of the Latin Monetary Union;;;;;;;;;;;;;
capital_modifier_latin_monetary_union_desc;As a member of the Latin Monetary Union this country coordinates currency and economic matters with other member states.;;;;;;;;;;;;;
capital_modifier_comintern;Memebr of the Communist International;;;;;;;;;;;;;
capital_modifier_comintern_desc;This country will work will other communist states to promote communism globaly and protect internal security and foreign interests of the block.;;;;;;;;;;;;;
british_empire_games;British Empire Games;;;;;;;;;;;;;
british_empire_games_desc;The city is currently hosting the British Empire (Later Commonwealth) Games. A boom to local business.;;;;;;;;;;;;;
EVTNAME71001;The Imperial Conference of $YEAR$;;;;;;;;;;;;;
EVTDESC71001;The world is not what it was. At the recent Imperial Conference in London a proposal has been suggested. The Balfour Declaration would declare the United Kingdom and the Dominions to be autonomous Communities within the British Empire, equal in status, in no way subordinate one to another in any aspect of their domestic or external affairs, though united by a common allegiance to the Crown, and freely associated as members of the British Commonwealth of Nations. Perhaps it is time to re-examine our relationships with our Empire?;;;;;;;;;;;;;
EVTOPTA71001;If you love it you should let it go.;;;;;;;;;;;;;
EVTOPTB71001;Not in my Dominions!;;;;;;;;;;;;;
EVTNAME71002;The $YEAR$ Emergency London Conference;;;;;;;;;;;;;
EVTDESC71002;The world is not what it was. Our recent loss in the Great War has shattered the British Empire. Some of our former subjects have come to us with a suggestion. By creating a Commonwealth of British States we can at least salvage some of our global influence.;;;;;;;;;;;;;
EVTOPTA71002;We should do what we can.;;;;;;;;;;;;;
EVTOPTB71002;Empire was a mistake.;;;;;;;;;;;;;
EVTNAME71003;Our Place in the Empire;;;;;;;;;;;;;
EVTDESC71003;London has suggested we take part in the Balfour Declaration. By doing this we would be joining the British Commonwealth of States, to help foster relations and development within the empire!;;;;;;;;;;;;;
EVTOPTA71003;We take our place in the empire.;;;;;;;;;;;;;
EVTOPTB71003;We go it alone.;;;;;;;;;;;;;
EVTNAME71004;$FROMCOUNTRY$ Joins the British Commonwealth;;;;;;;;;;;;;
EVTDESC71004;$FROMCOUNTRY$ has acceded to the British Commonwealth of Nations!;;;;;;;;;;;;;
EVTOPTA71004;Good for them.;;;;;;;;;;;;;
EVTNAME71005;$FROMCOUNTRY$ Rejects the Commonwealth;;;;;;;;;;;;;
EVTDESC71005;$FROMCOUNTRY$ does not recognise the value of the Commonwealth!;;;;;;;;;;;;;
EVTOPTA71005;We can go without them.;;;;;;;;;;;;;
EVTNAME71006;MONARCHYPLACEHOLDER (Commonwealth in Canada Event);;;;;;;;;;;;;
EVTDESC71006;MONARCHYPLACEHOLDER!;;;;;;;;;;;;;
EVTOPTA71006;MONARCHYPLACEHOLDER.;;;;;;;;;;;;;
EVTOPTB71006;MONARCHYPLACEHOLDER.;;;;;;;;;;;;;
EVTNAME71007;1st British Empire Games;;;;;;;;;;;;;
EVTDESC71007;Commonwealth diplomats have suggested Hamilton for the first British Empire Games. This would be a boom to local business and improve our Commonwealth reputation!;;;;;;;;;;;;;
EVTOPTA71007;A great opportunity to showcase Canada.;;;;;;;;;;;;;
EVTOPTB71007;We have not the funds or time for this.;;;;;;;;;;;;;
EVTNAME71008;1st British Empire Games;;;;;;;;;;;;;
EVTDESC71008;Canada is hosting the first Empire Games in Hamilton. Should we fund a team?;;;;;;;;;;;;;
EVTOPTA71008;Yes!;;;;;;;;;;;;;
EVTOPTB71008;We have not the funds or time for this.;;;;;;;;;;;;;
EVTNAME71009;1st British Empire Games;;;;;;;;;;;;;
EVTDESC71009;Commonwealth diplomats have suggested $CAPITAL$ for the first British Empire Games. This would be a boom to local business and improve our Commonwealth reputation!;;;;;;;;;;;;;
EVTOPTA71009;A great opportunity to showcase $CAPITAL$.;;;;;;;;;;;;;
EVTOPTB71009;We have not the funds or time for this.;;;;;;;;;;;;;
EVTNAME71010;1st British Empire Games in $FROMCOUNTRY$;;;;;;;;;;;;;
EVTDESC71010;$FROMCOUNTRY$ is hosting the first Empire Games in their Capital. Should we fund a team?;;;;;;;;;;;;;
EVTOPTA71010;Yes!;;;;;;;;;;;;;
EVTOPTB71010;We have not the funds or time for this.;;;;;;;;;;;;;
EVTNAME71011;2nd British Empire Games;;;;;;;;;;;;;
EVTDESC71011;Commonwealth diplomats have suggested London for the second British Empire Games. This would be a boom to local business and improve our Commonwealth reputation!;;;;;;;;;;;;;
EVTOPTA71011;A great opportunity to showcase London.;;;;;;;;;;;;;
EVTOPTB71011;We have not the funds or time for this.;;;;;;;;;;;;;
EVTNAME71012;2nd British Empire Games;;;;;;;;;;;;;
EVTDESC71012;The United Kingdom is hosting the first Empire Games in London. Should we fund a team?;;;;;;;;;;;;;
EVTOPTA71012;Yes!;;;;;;;;;;;;;
EVTOPTB71012;We have not the funds or time for this.;;;;;;;;;;;;;
EVTNAME71013;2nd British Empire Games;;;;;;;;;;;;;
EVTDESC71013;Commonwealth diplomats have suggested $CAPITAL$ for the second British Empire Games. This would be a boom to local business and improve our Commonwealth reputation!;;;;;;;;;;;;;
EVTOPTA71013;A great opportunity to showcase $CAPITAL$.;;;;;;;;;;;;;
EVTOPTB71013;We have not the funds or time for this.;;;;;;;;;;;;;
EVTNAME71014;2nd British Empire Games in $FROMCOUNTRY$;;;;;;;;;;;;;
EVTDESC71014;$FROMCOUNTRY$ is hosting the second Empire Games in their Capital. Should we fund a team?;;;;;;;;;;;;;
EVTOPTA71014;Yes!;;;;;;;;;;;;;
EVTOPTB71014;We have not the funds or time for this.;;;;;;;;;;;;;
EVTNAME71015;Ejected from the Commonwealth;;;;;;;;;;;;;
EVTDESC71015;Due to our political developments we have been ejected from the Commonwealth.;;;;;;;;;;;;;
EVTOPTA71015;Do we need em!;;;;;;;;;;;;;
